DateTime,Parameter A,Parameter B,Parameter C,Parameter D,Parameter E,Parameter F,Parameter G
335,3.99,-0.51,1.93,-6.33,1.33,-2.91,0.12
336,4.39,-1.18,2.15,-5.72,0.7,-2.62,-0.91
337,4.18,-2.15,1.46,-1.99,-1.29,-1.37,-2.42
338,3.46,-2.96,0.25,2.2,-2.71,-1.16,-3.45
339,1.97,-3.73,-1.24,6.17,-5.64,-1.92,-4.59
340,0.48,-4.03,-2.32,8.71,-6.08,-0.55,-5.17
341,-0.66,-4.19,-2.29,10.23,-6.95,-1.01,-4.82
342,-1.38,-4.17,-1.28,11.32,-7.46,-1.43,-4.52
343,-2.25,-4.14,-0.88,11.44,-6.89,-2.56,-3.36
344,-3.29,-3.82,-0.38,11.58,-7.06,-2.74,-2.07
345,-4.12,-3.3,-1.24,11.66,-4.4,-3.22,0.62
346,-4.84,-2.77,-1.98,11.68,-3.32,-3.69,2.32
347,-5.45,-2.08,-3.45,11.13,-1.43,-1.97,3.55
348,-4.74,-1.27,-3.2,7.8,-0.58,-0.99,4.32
349,-3.54,-0.56,-1.9,3.47,0.77,-0.2,4.47
350,-1.59,-0.25,-0.83,-0.32,1.02,-2.14,5.22
351,-0.05,0.24,0.44,-2.51,1.14,-2.32,4.47
352,0.95,0.17,0.72,-3.65,0.79,-1.73,2.94
353,1.77,0.4,-0.14,-4.41,0.55,-0.81,2.72
354,2.15,-0.11,-1.02,-4.52,0.49,-2.66,0.78
355,2.56,-0.85,-1.98,-4.86,-0.02,-2.12,0.73
356,2.92,-1.31,-1.94,-4.93,-0.41,-0.4,-0.36
357,2.77,-1.98,-1.88,-5.05,-0.47,1.18,-0.59
358,2.1,-2.55,-1.04,-5.11,-0.62,-0.46,-0.97
359,0.98,-2.88,-0.27,-3.64,-0.71,-1.77,-0.54
360,-0.2,-2.91,0.6,0.46,-0.01,-3.3,0.63
361,-0.85,-2.78,1.07,2.98,0.05,-3.77,0.54
362,-1.21,-2.6,1.37,4.59,-0.41,-2.58,0.44
363,-0.8,-2.12,1.73,5.3,0.04,-0.49,0.46
364,-0.5,-1.85,1.72,5.61,0.58,-1.02,1.35
365,-0.26,-1.45,1.72,6.33,-0.06,-1.68,1.24
366,-0.44,-1.29,1.01,6.25,0.44,-2.07,0.99
367,-0.95,-1.3,-0.36,6.42,-0.37,-1.67,0.54
368,-1.19,-1.61,-1.08,6.44,-0.79,-1.75,0.01
369,-0.26,-1.83,-0.8,6.4,-1.55,-1.13,-1.1
370,1.21,-2.11,0.47,6.38,-1.4,-1.34,-1.22
371,2.34,-2.61,1.21,6.4,-1.46,-1.65,-0.59
372,2.02,-3.28,0.74,6.36,-1.76,-3.32,-0.73
373,0.75,-4.02,-0.15,6.39,-1.4,-4.65,-0.24
374,-0.98,-4.35,-2.12,6.35,-2.09,-4.83,-0.32
375,-2.27,-4.74,-3.59,6.37,-1.78,-3.06,-0.71
376,-3.22,-4.41,-4.87,6.42,-1.93,0.01,-0.54
377,-4.48,-3.87,-4.81,6.39,-1.61,0.99,-0.65
378,-4.95,-3.21,-3.52,6.41,-1.53,0.79,0.08
379,-4.77,-2.19,-1.98,5.55,-1.1,-0.07,0.83
380,-4.41,-1.23,-0.43,2.26,-0.84,-2.89,1.47
381,-3.8,-0.21,1.19,-0.7,-0.43,-0.99,1.62
382,-2.95,0.5,1.51,-2.73,0.29,-1.58,2.02
383,-1.71,0.95,1.82,-4.33,1.17,-0.85,3.47
384,-0.54,1,2.01,-4.59,1.19,-0.15,3.99
385,0.14,0.78,2.43,-4.8,1.26,-1.64,3.51
386,0.28,0.28,1.92,-5.05,0.43,-1.26,0.99
387,0.31,-0.52,1.29,-5.69,0.09,-1.92,0.05
388,0.7,-1.35,1,-5.84,0.16,0.35,-0.19
389,0.97,-2.34,1.87,-5.98,-0.18,1.28,-0.39
390,1.14,-3.07,3.31,-6,0.63,-1.2,0.54
391,1.2,-3.58,4.53,-6.16,0.67,-3.79,1.11
392,0.87,-3.72,4.78,-6.15,0.69,-5.86,1.07
393,0.09,-3.82,4.32,-6.21,0.13,-3.51,0.32
394,-0.06,-3.46,1.64,-6.17,-0.99,-1.04,-1.86
395,0.08,-2.81,-0.37,-3.75,-3.11,0.54,-3.36
396,-0.39,-2.32,-1.29,0.14,-2.77,-0.4,-3.79
397,-2,-1.95,-1.34,2.35,-4.86,-1.7,-3.86
398,-3.49,-1.49,-1.98,3.13,-5.07,-4.66,-3.61
399,-4.34,-1.14,-3.41,4.29,-5.8,-4.73,-2.06
400,-4.29,-0.9,-4.43,4.51,-6.9,-1.76,-2.66
401,-3.39,-0.67,-5.53,4.66,-7.85,-1.02,-4.14
402,-1.71,-0.79,-6.22,4.69,-6.52,-0.62,-3.25
403,0.5,-0.93,-5.81,4.74,-4.96,0.65,0.72
404,2.16,-1.27,-4.45,4.72,-2.71,0.23,1.8
405,2.76,-1.85,-2.75,4.76,-2.16,-1.78,2.57
406,3.04,-2.43,-1.96,4.83,-1.28,-3.3,3
407,2.44,-3.15,-1.08,4.91,0.59,-2.25,4.49
408,1.12,-3.76,-1.12,4.94,-0.37,-2.6,4.3
409,-0.09,-3.89,-0.92,4.93,1.51,-0.75,4.72
410,-0.39,-3.94,-0.1,4.92,1.74,-0.63,5.28
411,-1.08,-3.76,1.4,4.97,3.01,-0.98,5.12
412,-2.21,-3.45,3.5,4.88,2.75,-2.31,5.01
413,-2.83,-2.79,4.41,2.66,3.38,-2.36,4.34
414,-3.28,-1.98,4.33,-0.39,3.16,-1.79,4.26
415,-3.11,-0.96,4.22,-2.94,3.66,-1.25,3.38
416,-3.17,-0.24,3.92,-4.81,3.64,-1.56,3.64
417,-2.87,0.43,3.79,-6.2,3.93,-1.21,3.23
418,-1.92,0.99,3.25,-6.55,3.7,-1.44,2.97
419,-0.13,1.48,2.88,-6.94,3.42,-1.71,2.54
420,1.76,1.41,1.75,-7.01,2.58,-2.48,0.08
421,3.44,0.9,0.46,-7.16,1.6,-2.86,-1.76
422,4.25,0.23,-1.2,-7.46,0.52,-2.61,-4.04
423,4.72,-0.95,-2.84,-7.48,-0.83,-0.98,-4.55
424,4.72,-2.2,-3.63,-7.47,-3.68,-1.68,-5.78
425,3.85,-3.4,-3.93,-7.23,-7.01,-4.31,-7.03
426,2.89,-4.19,-4.01,-4.44,-9.1,-2.87,-6.63
427,1.12,-4.5,-4.63,-0.02,-12.2,-2.05,-7.04
428,-0.29,-4.58,-6.61,2.74,-11.97,-2.24,-6.95
429,-0.88,-4.09,-8.2,4.58,-12.94,-1.79,-4.68
430,-1.18,-3.44,-8.54,5.15,-12.07,-0.82,-4.66
431,-1.09,-2.61,-7.83,5.55,-8.94,0.39,-0.71
432,-0.5,-1.65,-4.67,6.27,-4.57,0.32,2.32
433,0.11,-1.02,-1.07,6.31,1.04,0.76,6.88
434,0.79,-0.64,1.5,6.32,2.74,1.56,9.26
435,2.02,-0.32,3.37,6.33,3.89,-0.51,9.15
436,2.91,-0.84,4.56,6.34,3.53,-3.18,9.09
437,2.07,-1.4,4.72,6.52,3.93,-4.7,7.28
438,0.65,-2.19,4.84,6.54,3.23,-3.62,5.96
439,-1.07,-2.92,4.36,6.45,3.1,0.66,3.02
440,-2.85,-3.24,3.79,6.43,2.3,0.25,1.27
441,-3.94,-3.42,2.98,6.43,2.57,-1.86,-0.06
442,-3.91,-3.27,1.4,6.35,2.2,-2.4,0.01
443,-3.7,-2.82,-0.35,6.24,1.97,-2.54,-0.77
444,-3.11,-2.27,-2.09,3.68,1.52,-2.57,-0.39
445,-1.93,-1.46,-2.96,0,1.16,-1.7,-1.96
446,-0.72,-0.79,-3.12,-2.33,0.13,-1.07,-2.09
447,0.33,-0.25,-2.65,-3.5,0,-1.44,-2.02
448,1.77,0.04,-1.61,-4.4,-1.05,-0.62,-2.61
449,3.49,0.22,-0.33,-4.56,-0.81,0.26,-1.87
450,5.62,-0.09,0.52,-4.83,-1.11,1.24,-2.02
451,7.55,-0.55,0.65,-4.97,-1.96,-0.1,-1.12
452,8.91,-1.16,0.48,-5.05,-3.01,-2.03,-2.09
453,8.91,-2.4,0.63,-4.49,-4.73,-3.43,-3.51
454,7.01,-3.62,-0.18,-1.67,-5.26,-1.6,-3.85
455,4.42,-4.4,-1.03,3.08,-7.83,-3.18,-4.83
456,1.93,-4.84,-2.67,6.99,-7.44,-2.56,-4.44
457,-0.77,-4.9,-4.48,8.66,-8.13,-1.16,-3.24
458,-3.64,-4.38,-5,9.92,-7.23,-1.64,-2.29
459,-5.24,-3.24,-5.17,10.42,-6.5,-3.31,-0.1
460,-6.53,-1.92,-5.03,11.36,-4.77,-3.28,0.71
461,-8.23,-0.48,-4.33,11.51,-1.18,-0.9,4.15
462,-8.64,0.89,-3,11.47,1.21,-0.59,5.52
463,-7.47,2.13,-1.87,9.87,3.49,0.83,8.19
464,-4.96,3.2,0.03,6.61,3.75,2.72,8.73
465,-1.23,3.9,2.47,2.22,4.27,0.39,7.23
466,2.73,3.93,4.4,-0.37,4.6,-0.31,6.9
467,6.02,3.28,4.78,-2.01,4.77,-2.4,6.77
468,7.55,2.19,4.95,-2.53,4.28,-3.97,5.55
469,6.81,0.33,4.38,-2.81,3.42,-3.11,1.39
470,6,-1.33,2.01,-2.95,2.34,-1.15,-0.84
471,5.78,-3.54,-0.41,-3.75,1.5,-1.9,-3.84
472,4.79,-5.36,-2.09,-1.36,-0.42,-2.56,-4.61
473,2.71,-6.52,-2.52,3.04,-0.7,-1.99,-4.68
474,-0.21,-6.89,-3.3,5.77,-3.09,-3.18,-5.48
475,-3.32,-6.29,-3.6,7.35,-2.31,-4.63,-4.85
476,-5.64,-5.12,-4.17,8.16,-2.56,-3.09,-3.31
477,-6.18,-3.42,-3.24,9.07,-1.87,-0.79,-1.38
478,-5.37,-1.57,-1.84,9.26,-1.29,1.23,0.61
479,-3.87,0.17,-0.15,9.35,0.04,2.74,1.71
480,-1.73,1.61,1.8,9.44,2.13,1.58,3.97
481,0.13,2.54,2.97,9.44,2.46,-0.68,5.56
482,1.56,2.51,3,9.44,2.76,-3.47,5.16
483,2.99,1.84,2.29,9.44,2.42,-3.55,3.94
484,3.11,0.45,0.62,9.45,1.77,-2.63,1.78
485,1.73,-1.12,-1.29,9.27,-0.26,-1.3,-0.07
486,-0.73,-3,-3.55,8.81,-0.87,-0.8,-3.48
487,-2.94,-4.47,-4.84,6.01,-1.86,0.15,-4.2
488,-4.62,-5.62,-4.49,2.01,-2.39,-2.01,-3.57
489,-5.57,-5.94,-2.82,-2.65,-5.56,-3.17,-4.39
490,-5.7,-5.49,-0.98,-5.88,-2.97,-3.89,-4.16
491,-5.49,-4.39,0.36,-8.15,-2.09,-3.69,0.13
492,-4.32,-2.6,0.41,-8.81,-1.7,-1.03,1.75
493,-1.74,-0.48,-0.35,-9.55,-1.12,0.15,1.57
494,0.76,1.31,-1.08,-9.92,-0.29,0.74,2.27
495,2.2,2.61,-1.28,-10.43,1.04,0.69,4.03
496,3.24,3.27,-1.09,-10.6,1.41,-0.36,4.32
497,4.33,3.01,0.64,-10.58,1.28,-0.33,3.58
498,5.31,2.07,1.4,-8.8,1.15,-0.47,1.83
499,6.07,0.56,2.39,-4.88,1.6,-1.84,2.28
500,6.07,-1.27,2.54,-0.43,0.79,-1.27,1.54
501,5.28,-3.07,2.99,4.35,0.44,-0.65,-0.48
502,4.37,-4.9,2.78,7.6,-0.17,-2.17,-1.32
503,2.55,-6.29,2.71,9.74,-0.88,-3.59,-1.98
504,-0.32,-6.98,2.53,11.36,-2.69,-5.83,-2.17
505,-2.83,-6.85,1.95,11.66,-4.91,-4.77,-3.19
506,-4.65,-6.05,0.62,11.84,-6.96,-2.57,-4.78
507,-5.17,-4.6,-0.65,12.01,-6.45,-1.7,-4.4
508,-5,-2.83,-0.98,12.15,-6.24,0.18,-3.84
509,-4.73,-0.95,-1.94,12.11,-4.95,-0.39,-1.29
510,-4.02,0.6,-1.78,10.97,-4.87,-1.68,0.98
511,-2.73,1.76,-2.32,6.89,-4.11,-2.55,0.87
512,-1.06,2.38,-3.24,3.3,-2.35,-0.59,1.93
513,0.78,2.48,-3.93,0.89,-1.45,-0.71,3.37
514,2.31,1.72,-4.66,-0.18,-0.88,-0.51,2.77
515,3.17,0.73,-4.8,-0.9,-1,-1.64,2.71
516,3.02,-0.4,-4.52,-1.55,-0.98,-1.71,1.72
517,2.91,-1.62,-3.23,-1.91,-0.79,-0.36,2.55
518,2.46,-2.93,-2,-2.31,-1.55,-0.85,0.7
519,2.12,-3.93,-0.17,-2.33,-2.55,0.38,-0.99
520,2.68,-4.5,1.95,-2.39,-1.94,0.86,-1.33
521,3.26,-4.92,3.65,-2.51,-2.2,-0.88,-0.41
522,3.02,-4.87,4.71,-2.39,-1.91,-3.94,0.55
523,2.01,-4.71,4.71,0.24,-1.33,-4.45,1.99
524,0.63,-4.27,4.16,3.35,-1.2,-5.55,1.52
525,-1.01,-3.74,2.52,5.78,-0.88,-3.97,1.06
526,-3.28,-2.85,0.1,7.29,-2.09,-1.39,1.06
527,-4.49,-1.83,-1.94,8.05,-1.27,-0.6,0.17
528,-4.62,-0.8,-2.4,8.33,-1.24,0.16,0.73
529,-4.05,-0.14,-1.79,9.12,-0.33,-1.06,1.61
530,-2.7,0.54,-1.05,9.15,0.28,-1.1,2.48
531,-0.24,0.77,-0.09,9.14,1.23,0.6,3.99
532,2.37,0.83,0.86,9.16,1.89,-0.84,3.8
533,3.35,0.24,1.43,9.15,2.2,-0.72,4.15
534,3.64,-0.77,1.16,9.13,2.15,-0.67,3.35
535,4.31,-2.16,0.93,9.13,1.26,-2.66,1.07
536,4.64,-3.54,0.47,9.11,0.73,-3.3,0.39
537,3.1,-4.94,-0.92,9.1,0.33,-4.49,-1.36
538,0.72,-5.98,-1.93,9.1,-1.77,-5.26,-2.09
539,-1.44,-6.24,-3.8,9.04,-3.84,-4.04,-4.3
540,-3.5,-5.96,-4.86,9.05,-4.26,-1.97,-4.77
541,-4.36,-4.94,-5.65,9.03,-4.28,-0.39,-3.43
542,-5.13,-3.41,-4.88,7.13,-5.58,-0.23,-3.58
543,-6.07,-1.71,-2.88,4.01,-5.24,-1.32,-3.82
544,-6.09,-0.33,-1.22,-0.28,-4.23,-1.08,-1.77
545,-4.52,1.45,0.1,-3.12,-1.2,-0.99,0.83
546,-1.64,2.72,0.21,-4.98,0.61,0.72,4.73
547,1.27,3.03,0.04,-6.41,1.39,0.9,5.25
548,3.38,3.12,0.57,-6.68,2.29,0.31,5.26
549,5.21,2.52,1.11,-6.95,3.05,0.53,5.58
550,6.85,1.13,1.99,-7.11,2.83,-1.53,4.05
551,7.23,-0.9,2.12,-6.9,2.55,-1.8,3.9
552,6.76,-3.03,2.36,-3.69,1.93,-1.99,1.41
553,5.39,-4.99,2.22,0.71,-0.16,-1.87,-0.8
554,3.68,-6.93,1.58,5.35,0.13,-3.35,-2.2
555,1.97,-8.31,1.62,8.33,-1.16,-3.01,-2.14
556,0.12,-8.79,1.7,10.26,-2.33,-2.89,-3.16
557,-2.12,-8.62,1.66,11.54,-3.24,-1.82,-3.57
558,-4.68,-7.69,1.53,11.81,-2.31,-1.94,-3.67
559,-7.16,-6.01,1.76,11.97,-1.26,-1.42,0
560,-7.82,-3.87,2.03,12.12,-1.58,-3.19,0.15
561,-6.12,-1.4,2.01,12.05,0.3,-3.34,1.32
562,-3.81,0.88,1.28,11.26,0.77,-3.19,2.87
563,-1.81,2.29,-0.72,7.36,0.2,-0.68,2.19
564,0.12,3.42,-2.97,4.73,0.11,0.66,1.47
565,1.55,3.29,-5.03,3.39,-0.35,0.47,0.14
566,2.03,2.07,-6.23,2.32,-1.41,-0.87,-0.67
567,2.11,0.6,-6.46,1.97,-1.1,-0.49,-1.12
568,1.72,-0.98,-6.22,1.55,-1.06,-1.74,-0.48
569,1.47,-2.77,-4.92,1.21,-0.87,-2.51,0.12
570,1.85,-4.09,-3.68,1.08,-1.03,-2.73,0.17
571,3.05,-4.83,-2.42,0.46,-2.04,-2.06,0.31
572,4.25,-5.44,-1.2,0.45,-2.66,-2.12,-1.23
573,5.13,-5.29,-0.77,0.5,-2.47,-1.43,-1.31
574,5.55,-5,0.55,0.46,-2.61,-1.53,-0.67
575,4.79,-4.51,2.44,0.49,-2.93,-1.05,-0.61
576,3.14,-3.91,4.11,1.08,-2.07,-1.8,-0.29
577,0.48,-3.48,4.52,4.76,-1.23,-1.93,0.99
578,-1.91,-2.92,3.92,7.38,-1.41,-3.02,1.65
579,-3.18,-2.24,2.12,9.38,-1.62,-2.33,0.62
580,-4.29,-1.83,-0.32,10.14,-0.8,-1.69,0.94
581,-5.31,-1.39,-1.86,11.1,-0.42,-0.34,2.05
582,-5.38,-1.19,-1.81,11.27,0.9,0.31,2.82
583,-5.21,-0.86,-0.32,11.46,1.33,-2.26,3.51
584,-5.18,-0.74,1.62,11.48,2.59,-3.13,4.6
585,-5.78,-0.55,1.62,11.3,2.52,-4.9,4.82
586,-5.88,-0.36,-0.05,8.48,2.18,-2.5,2.6
587,-4.55,-0.03,-1.92,4.2,2.01,-2.59,2.52
588,-1.76,-0.29,-3.46,0.2,1.47,-0.01,1.59
589,0.7,-0.07,-3.65,-2.37,1.1,0.32,-0.25
590,2.74,-0.27,-2.37,-3.01,1.21,-0.62,-0.63
591,4.38,-0.81,-1.85,-4.22,1.22,-1.71,-0.13
592,4.67,-1.51,-1.92,-4.36,0.5,-3.77,0.08
593,4.08,-2.26,-3.21,-4.54,-0.7,-4.95,-2.58
594,2.46,-2.87,-4.44,-4.74,-2.44,-4.93,-3.36
595,0.76,-3.27,-5.61,-4.08,-2.83,-2.96,-4
596,-0.03,-3.54,-5.98,-0.73,-3.47,-1.49,-3.84
597,-0.36,-3.48,-5.94,2.9,-3.39,0.18,-2.39
598,-0.66,-3.45,-5.16,4.82,-3.27,1.9,-1.45
599,-0.29,-3.31,-2.77,5.51,-2.81,-0.13,-0.51
600,-0.2,-3.17,0.13,6.62,-1.66,-2.13,0.59
601,-1.07,-2.96,3.05,6.75,0.2,-1.48,2.08
602,-2.68,-2.68,4.31,6.91,1.98,-0.77,4.94
603,-4.04,-2.57,4.63,6.97,2.43,-0.19,5.87
604,-4.83,-2,4.87,6.97,2.49,-1.15,5.63
605,-4.87,-1.52,5.44,6.98,2.56,-2.55,3.88
606,-3.96,-1.34,5.72,6.96,2.5,-4.32,2.83
607,-3.63,-0.94,5.32,6.95,2.93,-2.18,2.4
608,-3.69,-0.62,4.4,6.97,2.87,-2.41,3.28
609,-3.71,-0.62,2.55,6.08,2.51,-2.33,2.46
610,-2.96,-0.75,0.48,2.39,2.27,-1.92,0.23
611,-1.67,-0.96,-1.46,-0.68,1.58,-3.23,-0.49
612,-1.39,-1.24,-3.32,-2.75,0.99,-2.33,-2.09
613,-1.66,-1.36,-4.86,-4.2,0.27,-2.67,-2.54
614,-1.52,-1.36,-5.98,-4.72,-0.37,-1.27,-3.3
615,-1.28,-1.37,-6.56,-4.9,-1.46,-0.91,-3.4
616,-1.7,-1.17,-6.92,-5.16,-1.73,-0.18,-3.43
617,-1.9,-0.87,-7.01,-5.98,-1.93,1.61,-3.26
618,-0.89,-0.66,-6.11,-6.1,-1.67,1.33,-1.41
619,0.74,-0.4,-4.46,-6.19,-0.87,-1.16,0.83
620,2.32,-0.64,-1.94,-6.25,-0.4,-4.23,1.51
621,2.85,-0.48,-0.15,-6.24,0.92,-4.4,3.51
622,2.17,-0.72,-0.28,-6.21,0.53,-2.17,3.77
623,0.88,-1.28,-0.33,-6.21,0.14,0.66,1.24
624,-0.46,-1.4,0.75,-4.46,-0.25,1.11,0.31
625,-1.58,-1.8,1.66,-1.64,-0.52,0.96,-0.41
626,-1.76,-1.6,3.94,0.75,0.12,-1.69,-0.58
627,-1.96,-1.78,4.59,2.39,0.06,-3.55,0.76
628,-1.75,-1.68,4.88,2.91,0.77,-4.01,1.16
629,-0.79,-1.69,4.74,3.2,0.98,-1.89,1.96
630,0.73,-1.53,3.7,3.4,0.7,-0.86,1.62
631,1.44,-1.36,1.52,3.5,0.61,1.56,0.7
632,1.06,-1.59,-0.42,3.51,0.26,-0.69,0.72
633,0.42,-1.62,-1.07,3.47,-0.36,-1.04,0.29
634,-0.16,-1.9,-1.32,3.47,-1.59,-2.42,-2.64
635,-0.72,-2.03,-1.09,3.49,-1.48,-3.01,-2.52
636,-1.61,-2.35,-0.3,3.42,-1.82,-1.73,-0.86
637,-1.51,-2.5,0.37,3.39,-2.47,-1.74,-1.78
638,-0.52,-2.52,0.84,3.43,-3.13,-1.12,-2.62
639,0.07,-2.5,0.98,3.38,-3.12,-2.69,-2.32
640,-0.1,-2.38,0.51,3.37,-3.63,-2.98,-1.83
641,-0.63,-2.33,-1.37,3.41,-4.24,-3.39,-2.27
642,-0.16,-2.08,-3.18,3.41,-3.97,-3.47,-1.28
643,0.44,-2.01,-5.12,3.45,-3.55,-2.99,-1.14
644,0.1,-1.88,-5.95,3.45,-2.98,-0.54,0
645,-0.53,-1.73,-6.02,3.43,-3.61,1.5,-0.42
646,-0.57,-1.47,-4.79,3.5,-2.53,1.33,0.64
647,0.15,-1.09,-2.8,3.47,-1.62,0.47,1.69
648,1.44,-0.79,-0.97,3.49,-0.28,-0.64,2.94
649,2.36,-0.67,0.7,3.5,-0.07,-2.76,3.81
650,2.49,-0.74,1.39,3.48,0.67,-2.6,3.11
651,1.72,-1.27,2.08,3.51,1.1,-3.06,4
652,0.99,-1.75,2.54,3.52,1.16,-1.36,3.66
653,0.79,-2.04,3.07,3.55,1,-1.12,2.25
654,-0.21,-2.34,3.97,3.6,-0.25,-0.49,0.77
655,-1.83,-2.9,4.65,3.55,-1.14,-1,-2.3
656,-2.87,-3.02,4.75,3.51,-1.1,-2.21,-2.46
657,-3.41,-2.93,4.59,3.5,-1.36,-3.27,-1.47
658,-3.45,-2.56,4.27,1.82,-1.89,-2.61,-1.46
659,-3.01,-1.99,2.08,-1.57,-2.07,-1.6,-2.28
660,-2.02,-1.38,-0.35,-3.25,-2.28,-0.81,-1.69
661,-0.51,-0.82,-2.51,-4.66,-2.09,0,-1.06
662,1.24,-0.69,-3.06,-5.01,-2.36,-2.52,-0.66
663,1.64,-0.7,-2.75,-5.94,-3.07,-4.56,-0.59
664,1.59,-1.13,-2.03,-6.15,-4.25,-3.74,-2.3
665,1.6,-1.64,-2.34,-6.3,-5.26,-0.51,-3.11
666,1.63,-2.17,-3.34,-6.43,-4.6,0.91,-2.48
667,1.05,-2.83,-3.51,-6.54,-4.83,0.74,-1.06
668,1.04,-3.18,-2.68,-6.59,-4.33,-1.48,-0.97
