DateTime,Parameter A,Parameter B,Parameter C,Parameter D,Parameter E,Parameter F,Parameter G
669,1.39,-3.3,-0.76,-6.58,-5.16,-2.59,-0.34
670,1.52,-3.29,0.61,-5.28,-3.84,-1.98,0.24
671,0.67,-3.2,1.43,-1.83,-3.55,-1.89,0.74
672,0.19,-2.94,0.78,1.65,-2.25,-1.1,1.48
673,0.13,-2.55,0.58,3.47,-1.76,-0.72,2.37
674,-0.01,-2.25,0.07,4.68,-0.73,-4.27,3.41
675,-1.07,-1.97,0.26,5.07,-1.37,-3.68,3
676,-2.51,-1.58,-0.22,5.41,-0.92,-2.51,1.97
677,-2.8,-0.97,-0.2,5.57,-0.33,0.75,2.23
678,-2.28,-0.39,0.4,5.57,-0.33,2.59,2.21
679,-1.41,0.08,1.39,5.53,0.08,1.81,2.03
680,-0.88,0.7,2.89,5.52,1.17,-0.4,3.02
681,-0.26,0.82,3.81,5.54,1.42,-5.22,3.56
682,0.55,0.3,3.37,5.52,1.07,-5.35,3.08
683,0.88,-0.11,2.06,5.46,0.68,-2.87,0.59
684,0.17,-0.97,0.57,5.49,-0.31,-1.11,-0.38
685,-0.36,-2.02,-1.15,5.48,-0.74,-0.18,-2.16
686,-0.81,-2.84,-2.81,5.46,-0.44,-0.36,-1.99
687,-0.97,-3.4,-3.64,5.39,-0.96,-1.77,-1.82
688,-0.89,-3.68,-3.48,3.83,-0.96,-2.97,-1.45
689,-0.21,-3.71,-2.89,1.01,-1.18,-3.21,-1.43
690,0.05,-3.56,-1.92,-0.45,-0.26,-3.01,-0.28
691,0.15,-3.39,-1.11,-1.61,0.42,-0.83,1.24
692,1.06,-2.94,-0.65,-2.31,1.03,2.22,2.5
693,2.32,-2.67,0.82,-2.36,0.84,1.24,3.17
694,2.94,-2.44,2.18,-2.51,0.92,-1.75,1.65
695,3.02,-2.37,2.62,-2.63,0.59,-3.13,1.25
696,3.25,-2.29,2.1,-2.66,0.27,-4.27,0.46
697,2.42,-2.66,0.51,-2.61,-0.63,-3.85,-0.19
698,-0.01,-2.75,-1.59,-2.62,-1.07,-2.39,-2.19
699,-2.49,-2.61,-2.79,-2.62,-2.58,-1.66,-3.22
700,-3.88,-2.25,-3.15,-2.7,-2.3,-0.17,-2.65
701,-4.15,-1.65,-1.88,-2.74,-2.37,0.09,-2.61
702,-3.51,-1.27,-0.29,-2.72,-1.2,-0.58,-0.45
703,-2.28,-0.47,1.22,-2.72,-1.01,-0.73,0.18
704,-1.27,-0.17,1.68,-2.72,-0.69,-1.63,0.96
705,-1.01,0.12,1.35,-2.76,-0.32,-2.21,2.03
706,-0.84,0.28,0.82,-2.78,-0.27,-2.95,2.12
707,-0.42,0.21,0.54,-2.81,-0.2,-1.86,0.96
708,0.05,0.04,-0.01,-2.77,-0.77,-0.83,1.28
709,1.5,-0.35,-0.36,-2.81,-0.69,-1.12,0.56
710,3.52,-1.01,-0.32,-2.81,-0.96,-0.73,0.17
711,4.5,-1.73,-0.35,-1.89,-1.88,-0.78,-1.36
712,4.29,-2.67,-1.2,2.12,-1.94,-1.78,-1.97
713,3.42,-3.43,-1.67,5.43,-2.82,-1.44,-2.46
714,2.06,-3.97,-1.97,7.86,-4.51,-1.73,-2.56
715,0.54,-4.42,-2.08,9.16,-4.38,-2.63,-3.83
716,-0.5,-4.56,-1.23,9.98,-4.85,-2.97,-3.12
717,-1.76,-4.4,-1.34,10.16,-5.18,-2,-2.22
718,-2.72,-3.75,-0.63,10.31,-5.59,-1.53,-2.7
719,-3.41,-3.09,-0.23,10.76,-5.65,-0.57,-1.78
720,-3.57,-2.18,-0.68,10.95,-4.87,-1.15,-1.18
721,-3.03,-1.23,-1.04,10.93,-2.8,0.88,1.4
722,-1.58,-0.5,-0.07,9.2,-0.22,-0.02,4.25
723,-0.19,-0.36,0.57,5.62,0,-1.57,4.51
724,0.88,-0.35,2.19,2.57,-0.34,-3.46,4.16
725,0.7,-0.75,2.2,1.01,-0.05,-3.78,2.75
726,-0.73,-1.38,1.67,0.23,-0.18,-1.86,1.82
727,-2.36,-1.97,0.36,-0.08,-0.64,-0.86,0.79
728,-3.78,-2.46,-1.19,-0.44,-0.65,0.01,-0.49
729,-4.54,-2.77,-2.08,-0.77,-1,-1.31,-1
730,-4.01,-2.55,-1.88,-1.65,-0.71,-1.33,-0.47
731,-2.71,-2.19,-1.71,-3.58,-0.63,-1.13,-0.41
732,-1.66,-1.77,-0.33,-5.08,-0.39,-0.65,0.5
733,-0.7,-1.33,0.03,-6.43,-0.82,-2.09,0.23
734,-0.23,-0.99,0.1,-6.83,-0.53,-0.73,-0.47
735,-0.15,-0.66,-0.31,-7.05,-1.14,-0.22,-0.12
736,0.12,-0.47,0.05,-7.69,-0.61,-0.66,-0.39
737,1.12,-0.41,1.53,-7.93,0.35,-1.09,1.5
738,2.73,-0.33,3.41,-8.09,0.41,-3.08,2.1
739,3.54,-0.63,4.48,-8.11,-0.14,-3.34,0.84
740,3.51,-0.87,3.8,-8.26,-0.7,-1.69,-0.07
741,3.8,-1.08,2.18,-7.14,-1.86,-0.11,-2.5
742,4.32,-1.46,0.18,-3.75,-2.89,-1.96,-2.91
743,4.17,-2.21,-1.17,0.75,-4.49,-3.22,-3.91
744,3.08,-2.88,-1.9,5.15,-6.43,-2.6,-4.29
745,0.93,-3.34,-2,7.63,-5.65,-3.08,-3.73
746,-0.27,-3.73,-1.14,9.44,-5.5,0.19,-2.56
747,-0.74,-4.11,-0.24,10.08,-5.19,0.66,-1.46
748,-0.77,-4.14,1.37,10.61,-4.66,-0.2,-0.73
749,-1.16,-3.91,3.1,11.31,-4.41,-0.67,0.24
750,-1.19,-3.37,3.21,11.34,-3.73,-1.48,0.38
751,-1.19,-2.91,2.97,11.34,-3.79,-2.65,0.23
752,-1.27,-2.36,3.03,11.31,-2.73,-3.75,1.6
753,-1.74,-1.87,1.98,9.42,-2.65,-5.06,2.01
754,-2.4,-1.4,1.12,5.75,-2.56,-3.01,1.11
755,-3.63,-1.05,-0.33,1.61,-2.68,-3.61,0.88
756,-4.36,-0.66,-1.93,-1.03,-2.56,-0.97,0.89
757,-4.31,-0.34,-3.16,-2.89,-2.09,-0.79,0.04
758,-3.32,-0.08,-3.37,-4.71,-0.77,-1.38,1.72
759,-1.24,0.17,-2.99,-5.8,-0.93,-1.97,1.9
760,0.26,0.25,-1.89,-6.28,-0.36,0.47,1.86
761,1.3,0.07,-1.09,-6.56,0.08,1.17,2.04
762,2.76,-0.35,-0.25,-6.71,0.25,0.15,1.97
763,4.46,-0.98,0.07,-6.96,0.13,-1.38,1.86
764,5.98,-1.75,1.01,-7.02,0.63,-0.74,1.94
765,7.13,-2.62,1.98,-6.99,0.21,-1.96,1.18
766,7.13,-3.28,3.81,-6.64,0.33,-3.16,1.73
767,6.15,-4.07,4.19,-3.64,0.55,-3.34,1.61
768,4.56,-4.53,3.95,0.72,-0.7,-3.25,0.88
769,2.68,-4.74,3.77,5.1,-1.85,-2.18,-2.13
770,1.12,-4.69,3.07,7.48,-2.23,-2.54,-3.34
771,0.11,-4.45,1.73,9.28,-2.14,-0.96,-2.23
772,-1.18,-4.07,0.99,9.84,-1.82,-0.85,-1.77
773,-2.7,-3.68,0.74,10.28,-1.99,-0.52,-1.42
774,-4.35,-3.04,0.12,10.46,-2.05,-0.91,-1.19
775,-5.68,-1.92,0.1,11.03,-1.33,-2,0.44
776,-6.02,-1.08,0.74,11.19,-1.07,-5.17,1.44
777,-5.12,-0.22,0.4,11.13,0.31,-3.5,2.73
778,-4.34,0.54,0.51,8.58,0.33,-1.51,2.75
779,-3.68,1.19,-0.39,4.52,0.53,-0.5,2.5
780,-1.93,1.4,-1.21,0.14,-0.1,1,1.74
781,1.11,1.34,-1.67,-2.35,0.22,-1.55,1.37
782,3.74,0.87,-2.46,-2.96,-0.2,-2.15,0.71
783,4.93,-0.08,-3.19,-4.22,-0.51,-3.78,0.19
784,5.14,-1.06,-4.53,-4.51,-1.06,-1.6,-1.34
785,5.08,-2.77,-4.8,-4.68,-2.2,-0.99,-2.28
786,5.01,-4.16,-4.59,-4.83,-2.3,-1.38,-2.85
787,5.24,-5,-2.43,-4.81,-2.6,-2.67,-2.11
788,5.53,-5.65,-0.05,-1.99,-2.56,-1.01,-2.13
789,4.86,-5.76,2.18,1.82,-2.61,-1.76,-1.51
790,3.06,-5.52,3.56,6.36,-2.41,-1.55,-0.95
791,1.21,-5.11,3.71,9.76,-2.46,-0.49,-0.45
792,-0.91,-4.27,3.19,11.61,-1.92,-2.93,0.36
793,-2.69,-3.48,2.23,12.38,-1.21,-2.52,1.34
794,-3.97,-2.66,1.82,13.25,-0.68,-2.11,1.95
795,-5.17,-1.61,2.4,13.56,0.24,-0.29,3.07
796,-6.12,-0.66,3.34,13.56,1.05,-0.48,3.47
797,-6.03,0.06,4.33,13.68,1.65,-1.91,4.22
798,-4.6,0.54,4.57,12.06,2.05,-2.41,4.22
799,-3.52,0.85,3.94,8.22,2.06,-1.8,2.97
800,-3.35,0.61,1.3,3.4,1.59,-0.85,2.59
801,-3.09,0.25,-0.35,-0.29,1.43,-0.44,0.21
802,-2.9,-0.2,-1.51,-2.5,1.07,-3.45,-0.08
803,-3.24,-0.65,-2.28,-4.22,0.32,-3.64,-1.84
804,-3.41,-1.03,-3.23,-4.45,0.3,-4.42,-2.13
805,-2.67,-0.97,-4.34,-4.64,0.1,-1.94,-1.76
806,-0.88,-1.15,-5.97,-4.84,-0.51,-1.2,-1.75
807,2.05,-1.39,-7.02,-5.07,-0.23,0.32,-0.84
808,4.24,-2.01,-6.25,-5.8,-0.42,-0.76,-0.71
809,4.88,-2.56,-3.99,-5.78,-0.64,-0.5,-0.63
810,4.71,-3.2,-1.88,-5.95,-0.82,-2.39,-1.62
811,3.85,-3.81,-1.05,-5.91,-0.44,-3.11,-0.9
812,3.17,-4.35,-0.79,-5.93,-0.22,-2.81,0.58
813,2.9,-4.81,-0.34,-5.02,-0.77,-2.4,0.6
814,2.55,-4.83,-0.26,-1.84,-0.35,-2.2,0.02
815,2.13,-4.67,0.62,2.76,-0.48,0.17,-0.14
816,1.72,-4.2,1.44,4.97,0.65,1.18,1.08
817,0.56,-3.63,2.83,6.39,0.71,-1.37,1.66
818,-0.96,-3,3.96,7.08,1.23,-2.55,1.76
819,-1.19,-2.23,4.82,7.42,1.72,-2.39,2.83
820,-0.96,-1.65,4.57,7.62,1.48,-3.22,2.15
821,-1.04,-1.31,4.75,7.93,1.58,-0.89,2.23
822,-1.28,-0.99,4.16,7.92,1.78,-0.1,1.68
823,-1.4,-0.79,2.83,7.92,1.6,-2.22,1.83
824,-1.71,-0.8,2.53,7.94,1.19,-2.88,0.28
825,-2.47,-0.97,1.11,7.86,0.38,-1.17,-0.73
826,-3.19,-1.04,0.44,7.86,-0.11,-1.07,-1.43
827,-2.62,-1.16,-0.03,7.86,-0.4,0.42,-1.94
828,-1.66,-1.26,-1.05,7.54,-1.2,-0.61,-2.22
829,-1.13,-1.53,-1.07,4.95,-2.05,-1.49,-3.19
830,-1.43,-1.83,-2.5,2.13,-3.53,-3,-3.92
831,-1.83,-1.95,-3.71,0.17,-5.82,-4.17,-4.67
832,-1.93,-2.08,-5.31,-0.63,-9.05,-3.19,-6
833,-1.45,-2.05,-6.9,-1.44,-8.75,-2.45,-5.61
834,0.14,-2,-8.2,-1.89,-9.83,0.27,-5.2
835,2.42,-2.25,-8.49,-2.32,-9.03,1.04,-3.88
836,3.72,-2.17,-6.92,-2.33,-7.05,-1,-0.38
837,4.48,-2.44,-5,-2.34,-4.04,-1.78,1.8
838,4.9,-3.05,-2.75,-2.37,-3.05,-1.94,3.64
839,4.9,-3.44,-1.48,-2.34,-2.4,-1.95,3.63
840,3.69,-4.39,-0.27,-2.31,-2.32,-1.55,3.27
841,1.46,-4.67,1.35,-2.31,-2.31,0.59,2.72
842,0.04,-4.94,2.99,-2.26,-1.73,0.56,2.39
843,-0.53,-4.94,4.47,-1.65,-1.16,-1.37,1.69
844,-1.94,-4.84,5.61,0.82,-0.4,-2.49,2.56
845,-3.55,-4.19,6.62,2.44,0.01,-3.56,2.75
846,-3.82,-3.39,6.78,2.99,1.11,-3.1,2.78
847,-3.95,-2.62,5.65,3.29,0.46,-4.02,2.65
848,-4.42,-1.71,4.7,3.4,-0.01,-2.78,1.19
849,-4.73,-0.98,3.69,3.54,-0.73,-2.18,-0.39
850,-4.91,-0.5,1.3,3.56,-0.86,-0.64,-1.15
851,-4.33,-0.32,-0.4,3.6,-1.62,-1.45,-2.09
852,-2.9,-0.24,-1.23,3.59,-1.69,0.08,-1.84
853,-1.98,-0.16,-2.09,3.62,-2.5,-0.94,-2
854,-1.41,-0.14,-2.31,3.6,-2.83,-2.41,-2.04
855,-0.9,-0.75,-3.21,3.35,-3.03,-1.86,-1.67
856,-0.21,-1.24,-3.75,1.46,-3.41,-0.24,-0.97
857,0.78,-1.49,-3.98,-0.31,-3.42,0.38,-0.74
858,1.98,-1.92,-4.1,-1.6,-3.95,-1.78,-1.67
859,3.48,-2.59,-3.17,-2.34,-4.25,-2.63,-2.25
860,4.52,-2.94,-2.52,-2.35,-3.91,-3.77,-1.27
861,4.92,-3.26,-1.52,-2.51,-4.46,-4.56,-2.03
862,4.68,-3.64,-1.11,-2.63,-6.81,-3.81,-2.35
863,3.71,-3.99,-1.15,-2.65,-6.55,-1.92,-3.53
864,2.17,-4.14,-1.47,-2.73,-7.6,0.19,-3.62
865,0.52,-4.09,-1.41,-2.75,-5.37,1.83,-2.36
866,-0.78,-4.03,-0.19,-2.74,-5.58,-0.26,0.34
867,-1.69,-3.58,2.04,-1.75,-3.73,-2.94,0.81
868,-2.71,-3.14,3.83,1.05,-1.01,-5.77,3.93
869,-3.58,-2.39,4.45,2.76,-0.35,-3.65,5.34
870,-4.45,-1.52,3.97,3.3,0.33,0.96,4.44
871,-4.62,-0.61,3.03,4.05,0.42,2.1,4.06
872,-3.96,-0.12,3.4,4.16,1.15,1.82,4.08
873,-2.81,0.13,4.24,4.33,1.91,-0.94,3.52
874,-1.63,0.3,4.8,4.28,2.91,-3.34,4.39
875,-0.99,0.13,4.78,4.29,2.78,-3.97,4.77
876,-0.7,-0.34,4.53,4.43,2.21,-1.92,2.48
877,0.15,-0.96,3.72,4.44,1.64,-2.82,0.9
878,1.59,-1.46,2.49,4.38,0.96,-2.7,-1.48
879,2.94,-1.99,1.8,4.33,0.1,-1.15,-1.91
880,3.16,-2.44,1.24,4.31,-0.63,-2.23,-3.77
881,2.25,-2.88,0.39,4.36,-4.56,-4.06,-4.43
882,0.63,-3.04,-1.57,4.32,-8.29,-2.21,-6.01
883,-0.33,-2.95,-3.98,4.31,-11.98,-3.06,-7.16
884,-0.33,-2.74,-5.72,4.32,-13.43,-0.91,-7.81
885,0.41,-2.53,-7.74,4.24,-12.01,-1.59,-6.84
886,0.92,-1.93,-7.62,2.56,-12.14,-0.6,-5
887,0.82,-1.42,-7.62,1.12,-9.95,-0.36,-2.08
888,0.34,-1.5,-6.67,0.46,-8.78,-1.11,-0.05
889,-0.76,-1.21,-6.79,0.32,-7.19,-0.11,0.61
890,-1.2,-1.18,-5.86,0.06,-3.07,-0.64,3.38
891,-0.35,-1.22,-4.07,-0.21,-0.09,-2.1,5.87
892,1.16,-1.18,-1.05,-0.33,0.9,-3.95,6.74
893,2.69,-1.6,1.35,-0.42,1.99,-2.85,6.89
894,3.03,-2.03,2.98,-0.4,2.15,-2.29,6.41
895,3.15,-2.54,3.84,-0.38,2.23,-0.06,4.5
896,3.73,-3.2,3.91,-0.37,1.76,0.23,4.01
897,3.66,-4.06,4.35,-0.36,1.44,-0.97,2
898,2.36,-4.58,4.9,-0.38,0.61,-1.77,-0.03
899,0.6,-4.63,5.15,-0.42,-0.45,-3.64,-1.13
900,-0.42,-4.36,4.91,-0.4,-1.02,-3.62,-2.11
901,-1.13,-3.94,4.42,-0.44,-1.92,-2.79,-3.02
902,-2.18,-3,4.47,-0.46,-3.28,-2.31,-4.27
903,-3.04,-1.85,2.91,-0.47,-5.66,-3.88,-5.08
904,-3.02,-0.59,1.14,-0.48,-5.46,-3,-5.04
905,-2.4,0.42,-0.44,-0.64,-5.5,-2.93,-3.86
906,-1.36,1.04,-2.62,-0.71,-5.87,-1.21,-3.05
907,-0.55,1.16,-4.48,-0.69,-7.48,0.48,-3.23
908,-0.02,0.93,-5.51,-0.67,-8.12,1.24,-3.33
909,-0.02,0.11,-5.54,-0.69,-8.94,0.36,-4.49
910,0.41,-0.78,-4,-0.65,-7.91,-0.53,-3.42
911,2.03,-1.54,-1.49,-0.67,-5.94,-1.82,0.82
912,3.5,-2.3,0.55,-0.64,-3.79,-3.08,2.21
913,4.54,-2.98,1.36,-0.6,-1.47,-3.17,4.21
914,5.41,-3.55,1.3,-0.34,-2.31,-5.18,3.81
915,5.05,-4.35,-0.22,2.39,-2.91,-5.36,1.88
916,3.92,-4.88,-1.37,5.81,-3.72,-3.82,0.97
917,2.33,-5.6,-2.76,9.7,-4.26,0.67,-1.3
918,1.59,-6.3,-2.7,11.73,-4.34,2.38,-1.17
919,1.62,-6.71,-0.2,12.18,-3.1,3.06,0.51
920,1.76,-7.12,3.69,13.18,-2.18,-1.26,1.14
921,0.17,-7.19,5.31,13.27,-0.33,-2.03,2.26
922,-2.3,-6.74,7.39,13.34,-0.59,-2.76,3.48
923,-3.25,-5.79,8.24,13.47,0.88,-3.37,3.28
924,-3.83,-4.67,8.75,13.51,0.96,-1.57,3.9
925,-4.34,-3.2,8.26,13.03,0.68,-3.33,3.16
926,-5.26,-1.73,7.36,10.05,0.3,-3.14,1.56
927,-6.09,-0.39,6.02,5.85,0.02,-2.29,1.04
928,-6.29,0.74,4.83,0.84,-0.59,-4.16,-0.12
929,-6.3,1.54,3.84,-2.93,-0.86,-2.41,-1.08
930,-5.78,1.83,0.88,-6.27,-1.36,-0.18,-1.61
931,-4.68,1.56,-1.07,-7.17,-2.71,2.41,-2.66
932,-2.71,1.31,-2.64,-8.36,-2.19,1.44,-2.49
933,-1.15,0.62,-2.84,-8.64,-1.72,0.1,-1.59
934,0.31,-0.08,-2.42,-8.88,-0.87,-1.74,0.25
935,2.37,-0.97,-1.7,-9.18,-1.02,-3.79,0.46
936,4.6,-1.84,-1.12,-9.47,-1.28,-5.23,0.28
937,5.92,-2.86,-1.14,-9.6,-3.35,-2.77,-1.03
938,6.42,-3.9,-2.32,-9.63,-4.39,0.52,-2.2
939,7.39,-4.74,-2.8,-8.03,-5.57,1.43,-3.51
940,8.09,-5.61,-1.9,-4.25,-5.94,-0.63,-3.49
941,6.97,-6.33,-0.21,0.56,-5.7,-2.88,-3.11
942,4.28,-6.55,2.14,5.1,-5.6,-5.47,-2.14
943,0.55,-6.57,3.36,8.25,-6.38,-4.17,-2.22
944,-2.71,-6.04,1.93,10.34,-5.74,-0.49,-2.1
945,-4.66,-5.09,1.27,11.48,-4.27,0.91,-0.03
946,-5.41,-3.97,1.78,11.91,-3.85,0.06,1.23
947,-6.59,-2.9,3.44,12.18,-0.86,-1.03,2.48
948,-7.92,-1.55,4.33,12.2,0.64,-2.78,4.57
949,-7.86,-0.4,4.41,11.53,1.65,-2.97,5.49
950,-6.43,0.87,4.39,8.32,1.88,-4.33,5.72
951,-4.37,1.6,2.14,3.69,2.41,-2.13,4.68
952,-2.49,1.77,0.11,-0.4,2.19,-0.37,4.18
953,-1.08,1.59,-0.79,-2.79,2.06,-0.48,2.13
954,-0.4,1.23,-0.34,-4.4,1.65,-0.97,1.36
955,-0.47,0.5,1.04,-4.9,1.56,-0.05,0.78
956,-0.33,-0.31,0.94,-5.53,0.96,-0.34,-0.69
957,0.72,-1.04,0.96,-6.12,-0.09,-0.88,-1.79
958,2.58,-1.95,0.53,-6.41,-1.04,-2.71,-3.58
959,5.14,-2.84,0.36,-6.37,-2.08,-3.09,-3.28
960,6.91,-3.61,0.28,-6.57,-2.68,-4.54,-3.7
961,6.78,-4.25,0.62,-6.57,-5.22,-3.4,-3.81
962,5.63,-4.47,-0.07,-5.7,-8.94,-1.42,-6.33
963,4.11,-4.79,-1.62,-1.9,-13.8,-0.54,-6.98
964,1.96,-4.68,-3.25,2.75,-13.82,-1,-8.41
965,-0.45,-4.55,-4.14,5.66,-12.61,-2.15,-6.45
966,-2.13,-3.87,-3.3,7.57,-11.83,-3.17,-5.32
967,-3.13,-3.07,-1.46,9.27,-10.14,-2.42,-1.23
968,-3.03,-2.4,0.52,9.48,-7.81,-1.8,-0.21
969,-2.64,-1.39,2.17,9.62,-5.29,-0.52,3.52
970,-2.51,-0.81,2.95,9.95,-3.39,-1.5,3.45
971,-2.1,-0.31,3,9.87,-0.59,-1.17,4.95
972,-1.12,-0.08,3.1,10.06,-0.09,-0.57,5.49
973,-0.69,0.06,2.55,8.81,1.39,-1.97,5.1
974,-1.04,-0.5,2.83,5.51,2.09,-1.85,5.38
975,-1.52,-0.5,2.97,2.47,2.53,-2.11,5.11
976,-1.03,-1.22,2.5,1.01,2.25,-2.38,4.39
977,-0.23,-1.75,2.44,-0.04,2.14,-2.21,2.76
978,0.59,-2.37,2.94,-0.37,2.07,-1.05,2.03
979,2,-2.68,3.32,-0.7,2.38,-0.43,1.24
980,3.03,-3.05,3.62,-1.1,1.36,-0.75,0.93
981,3.33,-3.24,4.26,-1.44,0.92,-1.04,-0.91
982,2.14,-3.54,4.2,-1.44,-1.89,-2.23,-3.07
983,0.26,-3.65,3.63,-1.56,-3.79,-4.56,-4.87
984,-1.36,-3.16,1.5,-1.59,-6.69,-3.97,-5.46
985,-3.09,-2.44,-1.14,-1.57,-8.87,-4.27,-6.39
986,-4.33,-1.46,-3.05,-1.64,-7.49,-3.09,-4.49
987,-5.46,-0.59,-5.06,-1.69,-6.24,0.02,-3.87
988,-6.16,0.27,-6.69,-1.69,-5.84,2.24,-2.4
989,-5.84,1.14,-6.85,-1.7,-4.36,2.15,-0.12
990,-4.46,1.55,-5.96,-1.83,-1.76,0.2,2.62
991,-2.77,1.67,-4.47,-1.81,0.25,-2.7,4.29
992,-1.27,1.55,-3.02,-1.83,1.87,-1.24,5.89
993,0.01,0.99,-1.86,-1.82,2.14,-2.15,6.87
994,2.54,0.11,-1.13,-1.81,3.95,-0.92,6.36
995,6.36,-0.67,0.87,-1.85,4.13,-1.39,6.8
996,8.74,-1.92,2.89,-1.85,4.12,-2.1,5.28
997,8.6,-3.19,4.42,-1.84,3.15,-2.82,3.78
998,6.88,-4.87,3.8,-1.88,2.23,-2.84,-1.31
999,4.91,-6.09,2.39,-1.93,0.48,-1.26,-2.91
1000,3.09,-6.56,1.64,-1.87,-0.75,-3.56,-4.01
